order_id,fecha,order_customer_id,product_id,unit_price,quantity,price,product_family,latitude,longitude
448754025473,2023-03-04,241071440460,OSE925A00XXZCOMOS,29.0,2,58.0,Collar,39.4689615,-0.3717552
1083059930303,2023-07-09,242406736460,TLI925P00XXZCOSTL,18.75,2,37.5,Collar,37.7021709,-5.2835434
1084403614911,2023-07-10,242406736460,TLI925P00XXZCOSTL,18.75,2,37.5,Collar,37.7021709,-5.2835434
455495123969,2023-03-09,244040024652,IMO925P00XXZPUMIM,25.0,2,50.0,Pulsera,41.38254,2.1455067
495622620161,2023-03-28,244040024652,ROS925P00XXZANCRO,25.0,2,50.0,Anillo,41.38254,2.1455067
455560070145,2023-03-09,244069679692,IST925P00XXZPUSIS,25.0,2,50.0,Pulsera,40.4912587,-3.8972829
457380791297,2023-03-10,244917879372,Z0M925P00XXWANCZ0,29.0,2,58.0,Anillo,37.4070114,-1.9592303
458447389697,2023-03-11,245469987404,IST925P00XXZCOSIS,25.0,2,50.0,Collar,40.4302502,-3.7162412
459514708993,2023-03-12,245995160140,IST925R00XXZPUSIS,24.0,2,48.0,Pulsera,40.4087701,-3.9051657
464360047617,2023-03-14,247998628428,IST925P00XXZCOSIS,25.0,2,50.0,Collar,38.983654,-3.9285613
466486952961,2023-03-16,248925864524,UND925P00XXZCOMUN,25.0,2,50.0,Collar,36.8602143,-2.4447288
472889623553,2023-03-21,252103836236,IST925A00XXZCOSIS,29.0,2,58.0,Collar,40.4907402,-3.8680329
477347709953,2023-03-24,254045962828,IST925R00XXZPUSIS,24.0,2,48.0,Pulsera,38.359798,-0.5013632
1099916510399,2023-07-19,254713512524,UND925P00XXZCOMUN,25.0,2,50.0,Collar,38.3544336,-0.4715389
509300966401,2023-04-01,261654397516,UND925P00XXZCOMUN,25.0,2,50.0,Collar,43.4640723,-3.7876047
522164110337,2023-04-06,264151712332,IST925P00XXZPUSIS,25.0,2,50.0,Pulsera,39.4658625,-0.3816458
536994644993,2023-04-08,265173615180,UND925P00XXZCOMUN,25.0,2,50.0,Collar,40.2499786,-3.7679654
1090184938687,2023-07-13,600548623019,IRC925P0010ZANCIR,14.25,2,28.5,Anillo,41.452349,2.2037628
937008694463,2023-04-21,601203720875,AMA925A00XXZPUMAM,29.0,2,58.0,Pulsera,41.5519239,2.0840758
941870679231,2023-04-27,603846492843,AMA925P00XXZPUMAM,25.0,2,50.0,Pulsera,40.3119891,-3.8606691
961431930047,2023-05-02,606589436587,AMA925A00XXZCOMAM,35.0,2,70.0,Collar,36.7358814,-4.6096345
961647084735,2023-05-02,606692754091,AMA925P00XXZPUMAM,25.0,2,50.0,Pulsera,38.279654,-0.52075739999999993
975899526335,2023-05-09,612589650603,UND925P00XXZCOMUN,25.0,2,50.0,Collar,36.8602143,-2.4447288
995184739519,2023-05-16,618258317995,UND925P00XXZCOMUN,25.0,2,50.0,Collar,38.1862723,-1.8852466
1002981164223,2023-05-22,620386206379,REE925P00XXZTOFRE,29.0,2,58.0,Tobillera,43.3590323,-8.3201843
1258088498289,2023-09-28,624074474155,UND925P00XXZCOMUN,29.95,2,59.9,Collar,40.406699,-3.6734817999999989
1012895974591,2023-05-27,626415125163,U30925P00XXYCOSU3,49.0,2,98.0,Collar,41.6556167,-0.8615739
1028768203967,2023-06-06,633873646251,OTS925P00XXZPUDOT,19.0,2,38.0,Pulsera,40.4469856,-3.5876732
1034516300991,2023-06-09,636105147051,IEP925P00XXZCODIE,29.0,2,58.0,Collar,37.298051,-5.9297651
1144721966193,2023-08-13,636549546667,IMO925P00XXZCODIM,29.0,2,58.0,Collar,40.1511046,-3.9866174
1047016637631,2023-06-17,641776960171,LAN925R00XXZPEBLA,39.0,2,78.0,Pendientes,43.2629477,-2.9358762
1047016637631,2023-06-17,641776960171,ROS925P00XXZANCRO,25.0,2,50.0,Anillo,43.2629477,-2.9358762
1049185748159,2023-06-18,642905129643,ROS925P00XXZANCRO,25.0,2,50.0,Anillo,39.4590642,-0.3606895
1051825603775,2023-06-20,644216603307,OTS925P00XXZTODOT,19.0,2,38.0,Tobillera,39.5231384,-1.1730129
1054214718655,2023-06-21,645977064107,WIS925P00XXZTOTWI,25.0,2,50.0,Tobillera,40.5059132,-3.670259
1129113060465,2023-08-04,646979175083,IST925P00XXZCOSIS,25.0,2,50.0,Collar,42.8915925,-2.3137987
1059280454847,2023-06-24,648051933867,UND925P00XXZCOMUN,25.0,2,50.0,Collar,37.6615073,-1.7043125
1066982245567,2023-06-29,651474682539,OTS925P00XXZTODOT,19.0,2,38.0,Tobillera,39.6304208,-0.5993391
1077714486463,2023-07-06,656355672747,IST925P00XXZTOSIS,25.0,2,50.0,Tobillera,39.4513243,-0.3915267
1082923287743,2023-07-09,656896574123,NFI925P00XXZPUINF,25.0,2,50.0,Pulsera,39.4689615,-0.3717552
1083687371967,2023-07-09,658997461675,IST925P00XXZCOSIS,25.0,2,50.0,Collar,43.2732476,-2.0494301
1085016507583,2023-07-10,659442320043,IMO925P00XXZCODIM,29.0,2,58.0,Collar,43.382351,-2.9825559
1095881262271,2023-07-17,663753310891,IST925P00XXZCOSIS,25.0,2,50.0,Collar,43.3512156,-3.0109648
1095201064127,2023-07-16,663977444011,IST925P00XXZCOSIS,25.0,2,50.0,Collar,37.940678299999988,-1.1483932
1095860028607,2023-07-17,664295981739,EAT925P00XXZPUFEA,18.75,2,37.5,Pulsera,40.7358912,-3.944539499999999
1204537787505,2023-09-09,667475657348,LAN925R00XXZPEBLA,39.95,2,79.9,Pendientes,43.4368317,-3.967129
1109171307633,2023-07-25,670246683268,IMO925A00XXZCODIM,35.0,2,70.0,Collar,40.479707,-3.7072056
1133283050609,2023-08-07,670246683268,UND925A00XXZCOMUN,29.0,2,58.0,Collar,40.479707,-3.7072056
1131739284593,2023-08-06,685591544452,IMO925A00XXZCODIM,35.0,2,70.0,Collar,40.5699426,-3.4984669
1157906629745,2023-08-18,698945225348,ERF925P00XXZPUNER,21.75,2,43.5,Pulsera,40.367720299999988,-3.6867612
1165294830705,2023-08-22,706281685636,REE925P00XXZTOFRE,21.75,2,43.5,Tobillera,43.2627456,-2.9450685
1181322118257,2023-08-29,714672128644,OTS925A00XXZPUDOT,19.0,2,38.0,Pulsera,39.4565114,-0.3462027
1182585980017,2023-08-30,716650889860,IST925P00XXZCOSIS,25.0,2,50.0,Collar,39.7852493,-4.1712772
1028425647295,2023-06-06,4438242304,UND925P00XXZCOMUN,25.0,1,25.0,Collar,41.3843126,2.0063901
1037111592127,2023-06-11,4438242304,ROS925P00XXZANCRO,25.0,1,25.0,Anillo,41.3843126,2.0063901
1037111592127,2023-06-11,4438242304,IAR925P00XXZPEDIA,25.0,1,25.0,Pendientes,41.3843126,2.0063901
1037111592127,2023-06-11,4438242304,ASP925P00XXZPEHAS,25.0,1,25.0,Pendientes,41.3843126,2.0063901
1200141108337,2023-09-07,4438242304,ONC925P00XXZCOCON,29.95,1,29.95,Collar,41.3843126,2.0063901
469517927425,2023-03-18,4438303040,UND925A00XXZCOMUN,29.0,1,29.0,Collar,41.6543639,-4.7222732999999986
469517927425,2023-03-18,4438303040,TLI925R00XXZCOSTL,25.0,1,25.0,Collar,41.6543639,-4.7222732999999986
994619098303,2023-05-16,4438358016,IMO925P00XXZTOMIM,25.0,1,25.0,Tobillera,43.5525342,-5.9194809999999993
505587041281,2023-03-29,4438388032,TIC925P00XXZANSTI,19.0,1,19.0,Anillo,40.4261617,-3.6843119
505587041281,2023-03-29,4438388032,IRC925P00XXZCOCIR,25.0,1,25.0,Collar,40.4261617,-3.6843119
505587041281,2023-03-29,4438388032,ACS925P00XXZPELAC,25.0,1,25.0,Pendientes,40.4261617,-3.6843119
464213115905,2023-03-14,4438411456,IAM925A00XXZCODIA,25.0,1,25.0,Collar,40.4805398,-3.3828592
464213115905,2023-03-14,4438411456,UND925P00XXZCOMUN,25.0,1,25.0,Collar,40.4805398,-3.3828592
464213115905,2023-03-14,4438411456,REE925P00XXZCOFRE,25.0,1,25.0,Collar,40.4805398,-3.3828592
1038511441087,2023-06-12,4438414656,RDR925R00XXZPUCRD,25.0,1,25.0,Pulsera,38.7754754,-0.4449653
1038511441087,2023-06-12,4438414656,AMA925A00XXZPUMAM,29.0,1,29.0,Pulsera,38.7754754,-0.4449653
1101507986623,2023-07-20,4438568448,PCI925P00XXZPESPC,25.0,1,25.0,Pendientes,40.4985898,-3.6527784
1101507986623,2023-07-20,4438568448,OT3925P00XXZPEDOT,14.25,1,14.25,Pendientes,40.4985898,-3.6527784
1101507986623,2023-07-20,4438568448,IMO925P00XXZCODIM,29.0,1,29.0,Collar,40.4985898,-3.6527784
1101507986623,2023-07-20,4438568448,TIC925P00XXZANSTI,19.0,1,19.0,Anillo,40.4985898,-3.6527784
1101507986623,2023-07-20,4438568448,IMO925P00XXZANDIM,18.75,1,18.75,Anillo,40.4985898,-3.6527784
1101507986623,2023-07-20,4438568448,OT5925P00XXZPEDOT,14.25,1,14.25,Pendientes,40.4985898,-3.6527784
969465791679,2023-05-07,4438581888,EBB925P0016ZANPEB,19.0,1,19.0,Anillo,43.3045073,-2.974464
969465791679,2023-05-07,4438581888,OWI925P00XXZCODOW,25.0,1,25.0,Collar,43.3045073,-2.974464
1249093747825,2023-09-25,4438581888,WIS925P00XXZCOTWI,29.95,1,29.95,Collar,43.3045073,-2.974464
1089441629375,2023-07-13,4438603712,UND925P00XXZCOMUN,25.0,1,25.0,Collar,41.76047,-2.46448
1089441629375,2023-07-13,4438603712,VBG925P00XXZPUBVB,14.25,1,14.25,Pulsera,41.76047,-2.46448
469674034177,2023-03-18,4438679360,UND925P00XXZCOMUN,25.0,1,25.0,Collar,41.6287128,-4.7857103
469674034177,2023-03-18,4438679360,UND925A00XXZCOMUN,29.0,1,29.0,Collar,41.6287128,-4.7857103
469674034177,2023-03-18,4438679360,PTH925A00XXZANSPT,25.0,1,25.0,Anillo,41.6287128,-4.7857103
469674034177,2023-03-18,4438679360,REE925P00XXZCOFRE,25.0,1,25.0,Collar,41.6287128,-4.7857103
1152781976689,2023-08-16,4438705536,TIC925P00XXZANSTI,19.0,1,19.0,Anillo,42.845631399999988,-2.6721246
1152781976689,2023-08-16,4438705536,RVI925P00XXZPUARV,25.0,1,25.0,Pulsera,42.845631399999988,-2.6721246
1152781976689,2023-08-16,4438705536,UND925P00XXZCOMUN,25.0,1,25.0,Collar,42.845631399999988,-2.6721246
1024905446591,2023-06-04,4438723840,REE925P00XXZTOFRE,29.0,1,29.0,Tobillera,43.3610133,-5.8398772999999986
1165092455537,2023-08-22,4438723840,ATZ925P00XXZPECAT,14.25,1,14.25,Pendientes,43.3610133,-5.8398772999999986
1165092455537,2023-08-22,4438723840,NGR925P00XXZPUANG,18.75,1,18.75,Pulsera,43.3610133,-5.8398772999999986
1165092455537,2023-08-22,4438723840,ATR925P00XXZPEEAT,18.75,1,18.75,Pendientes,43.3610133,-5.8398772999999986
1177904612465,2023-08-28,4438820352,ASC925R00XXZPECAS,39.0,1,39.0,Pendientes,42.991872,-9.1967363999999989
1177904612465,2023-08-28,4438820352,IMO925P00XXZCODIM,29.0,1,29.0,Collar,42.991872,-9.1967363999999989
1177904612465,2023-08-28,4438820352,OTS925R00XXZCODOT,19.0,1,19.0,Collar,42.991872,-9.1967363999999989
1027422028991,2023-06-05,4438983936,IDS925P00XXZANDID,25.0,1,25.0,Anillo,37.4036276,-5.9166363
1027422028991,2023-06-05,4438983936,RIN925P00XXZCOTRI,25.0,1,25.0,Collar,37.4036276,-5.9166363
1027422028991,2023-06-05,4438983936,UND925P00XXZCOMUN,25.0,1,25.0,Collar,37.4036276,-5.9166363
1027422028991,2023-06-05,4438983936,OTS925P00XXZCODOT,19.0,1,19.0,Collar,37.4036276,-5.9166363
1094761972927,2023-07-16,4438983936,ONC925P00XXZCOCON,25.0,1,25.0,Collar,37.4036276,-5.9166363
460574753793,2023-03-13,4439078848,ICI925P00XXZPEDIC,25.0,1,25.0,Pendientes,40.479707,-3.7072056
460574753793,2023-03-13,4439078848,IAM925P00XXZCODIA,19.0,1,19.0,Collar,40.479707,-3.7072056
460574753793,2023-03-13,4439078848,HDI925P00XXZPEAHD,22.0,1,22.0,Pendientes,40.479707,-3.7072056
463825601537,2023-03-14,4439166144,IMO925P00XXZCOMIM,25.0,1,25.0,Collar,41.4318195,2.1579763
463825601537,2023-03-14,4439166144,ACS925P00XXZPELAC,25.0,1,25.0,Pendientes,41.4318195,2.1579763
463825601537,2023-03-14,4439166144,TLI925P00XXZPUSTL,25.0,1,25.0,Pulsera,41.4318195,2.1579763
1014005892287,2023-05-28,4439175168,OTS925P00XXZTODOT,19.0,1,19.0,Tobillera,40.0699025,-3.7389666
1270618981489,2023-10-02,4439602240,IMO925P00XXZCODIM,39.0,1,39.0,Collar,37.4070114,-1.9592303
1037565756607,2023-06-11,4439718848,IBE925P00XXZPELIB,25.0,1,25.0,Pendientes,40.5449328,-3.4531791
944721167551,2023-04-30,4439845824,ROS925P00XXZANCRO,25.0,1,25.0,Anillo,38.9812005,-1.8411186
1040785343679,2023-06-13,4439848832,IRC925P00XXZCOCIR,25.0,1,25.0,Collar,39.7487787,2.8752584
967882900671,2023-05-06,4440001280,IXL925P00XXZPECIX,19.0,1,19.0,Pendientes,40.3023038,-4.0009348
1017866290367,2023-05-30,4440001280,TST925P00XXZPESTS,25.0,1,25.0,Pendientes,40.3023038,-4.0009348
998593004735,2023-05-19,4440004672,N2N925R00XXYCOIN2,59.0,1,59.0,Collar,43.3342481,-3.7441928
928653247679,2023-04-12,4440050560,TIC925P00XXZANSTI,19.0,1,19.0,Anillo,40.0641913,-2.1436768
928653247679,2023-04-12,4440050560,ROS925P00XXZANCRO,25.0,1,25.0,Anillo,40.0641913,-2.1436768
1033793111231,2023-06-09,4440105920,IMO925P00XXZCOMIM,25.0,1,25.0,Collar,37.7688888,-3.7857092
1033793111231,2023-06-09,4440105920,REE925P00XXZTOFRE,29.0,1,29.0,Tobillera,37.7688888,-3.7857092
1033793111231,2023-06-09,4440105920,OTS925R00XXZCODOT,19.0,1,19.0,Collar,37.7688888,-3.7857092
1121400718449,2023-08-01,4440105920,REN925P00XXZPEGRE,25.0,1,25.0,Pendientes,37.7688888,-3.7857092
1121400718449,2023-08-01,4440105920,ASC925R00XXZPECAS,39.0,1,39.0,Pendientes,37.7688888,-3.7857092
1121400718449,2023-08-01,4440105920,CGS925P00XXZPUDCG,21.75,1,21.75,Pulsera,37.7688888,-3.7857092
965879006399,2023-05-04,4440448384,CHC925P00XXVPUDCH,25.0,1,25.0,Pulsera,43.3226028,-3.1138928
931842884799,2023-04-16,4440495744,ROS925P00XXZANCRO,25.0,1,25.0,Anillo,42.308774199999988,-1.9674746
931842884799,2023-04-16,4440495744,EAT925P00XXZPEFEA,25.0,1,25.0,Pendientes,42.308774199999988,-1.9674746
472211391489,2023-03-21,4594081100,RIN925P00XXZCOTRI,25.0,1,25.0,Collar,39.650539599999988,2.626479
472211391489,2023-03-21,4594081100,IST925P00XXZPUSIS,25.0,1,25.0,Pulsera,39.650539599999988,2.626479
472211391489,2023-03-21,4594081100,IMO925P00XXZCODIM,29.0,1,29.0,Collar,39.650539599999988,2.626479
966069126335,2023-05-04,4594082700,WIS925P00XXZTOTWI,25.0,1,25.0,Tobillera,38.9196942,-1.7262799
1019029030079,2023-05-31,4594115020,OTS925P00XXZCODOT,19.0,1,19.0,Collar,42.9975834,-4.1528637
990418961599,2023-05-12,4594163212,OON925P00XXVPUMOO,25.0,1,25.0,Pulsera,40.3939832,-3.6792451
939197007039,2023-04-24,4594197900,U30925P00XXYCOSU3,39.0,1,39.0,Collar,41.6504953,-4.7301486
939197007039,2023-04-24,4594197900,U30925P00XXYCOSU3,39.0,1,39.0,Collar,41.6504953,-4.7301486
1234941052017,2023-09-19,4594279308,OON925P00XXVPUMOO,39.95,1,39.95,Pulsera,39.4566515,-0.345862
1081404490943,2023-07-08,4594376012,ASP925P00XXZPEHAS,18.75,1,18.75,Pendientes,40.004798500000007,-4.3702169
1081404490943,2023-07-08,4594376012,IXL925P00XXZPECIX,14.25,1,14.25,Pendientes,40.004798500000007,-4.3702169
1081404490943,2023-07-08,4594376012,OTU925P00XXZPEHOT,18.75,1,18.75,Pendientes,40.004798500000007,-4.3702169
1261748225137,2023-09-29,4594378828,IAM925P00XXZCODIA,22.0,1,22.0,Collar,38.3587462,-0.4801906
1261748225137,2023-09-29,4594378828,UND925P00XXZCOMUN,29.95,1,29.95,Collar,38.3587462,-0.4801906
1261748225137,2023-09-29,4594378828,TIC925P00XXZANSTI,29.95,1,29.95,Anillo,38.3587462,-0.4801906
1189795791985,2023-09-02,4594406796,ACS925P00XXZPELAC,18.75,1,18.75,Pendientes,40.4261617,-3.6843119
456259011585,2023-03-09,4594420940,IMO925P00XXZANDIM,25.0,1,25.0,Anillo,40.4735658,-3.6442158
456259011585,2023-03-09,4594420940,RIN925P00XXZCOTRI,25.0,1,25.0,Collar,40.4735658,-3.6442158
456259011585,2023-03-09,4594420940,AND925P0014ZANPAN,25.0,1,25.0,Anillo,40.4735658,-3.6442158
937456829631,2023-04-22,4594420940,UND925P00XXZCOMUN,25.0,1,25.0,Collar,40.4735658,-3.6442158
930462237887,2023-04-14,4594475020,RIN925P00XXZTOTRI,25.0,1,25.0,Tobillera,37.8903097,-4.7614648
930462237887,2023-04-14,4594475020,IAM925P00XXZCODIA,19.0,1,19.0,Collar,37.8903097,-4.7614648
930462237887,2023-04-14,4594475020,IST925P00XXZPEDIS,25.0,1,25.0,Pendientes,37.8903097,-4.7614648
959407129791,2023-04-30,4594475020,AMA925P00XXZPUMAM,25.0,1,25.0,Pulsera,37.8903097,-4.7614648
538079069185,2023-04-08,4594553932,AMA925P00XXZPUMAM,25.0,1,25.0,Pulsera,42.463753100000012,-2.4498326
930423243967,2023-04-14,4594553932,IRC925P00XXZPUCIR,19.0,1,19.0,Pulsera,42.463753100000012,-2.4498326
930423243967,2023-04-14,4594553932,TLI925P00XXZPUSTL,25.0,1,25.0,Pulsera,42.463753100000012,-2.4498326
937045329087,2023-04-21,4594553932,NHE925P00XXZCOINH,39.0,1,39.0,Collar,42.463753100000012,-2.4498326
981727380671,2023-05-10,4594553932,UDL925P00XXVPUSUD,25.0,1,25.0,Pulsera,42.463753100000012,-2.4498326
1042419483839,2023-06-14,4594553932,EDI925P0012ZANMED,25.0,1,25.0,Anillo,42.463753100000012,-2.4498326
1042419483839,2023-06-14,4594553932,ROS925P00XXZANCRO,25.0,1,25.0,Anillo,42.463753100000012,-2.4498326
1049359156415,2023-06-18,4594553932,PTH925P00XXZANSPT,25.0,1,25.0,Anillo,42.463753100000012,-2.4498326
1049359156415,2023-06-18,4594553932,AVE925P0014ZANWAV,19.0,1,19.0,Anillo,42.463753100000012,-2.4498326
1052700771519,2023-06-20,4594553932,IDS925P00XXZANDID,25.0,1,25.0,Anillo,42.463753100000012,-2.4498326
1052700771519,2023-06-20,4594553932,PTB925P00XXZANSPT,25.0,1,25.0,Anillo,42.463753100000012,-2.4498326
1061055562943,2023-06-25,4594553932,ODY925P00XXZCOBOD,25.0,1,25.0,Collar,42.463753100000012,-2.4498326
1061055562943,2023-06-25,4594553932,EHE925P0014ZANSEH,25.0,1,25.0,Anillo,42.463753100000012,-2.4498326
1061055562943,2023-06-25,4594553932,IAM925P00XXZCODIA,19.0,1,19.0,Collar,42.463753100000012,-2.4498326
1045982282943,2023-06-16,4594677132,IMO925P00XXZCOMIM,25.0,1,25.0,Collar,39.4689615,-0.3717552
1045982282943,2023-06-16,4594677132,IST925P00XXZPUSIS,25.0,1,25.0,Pulsera,39.4689615,-0.3717552
1045982282943,2023-06-16,4594677132,IMO925P00XXZPUMIM,25.0,1,25.0,Pulsera,39.4689615,-0.3717552
1045982282943,2023-06-16,4594677132,IST925P00XXZCOSIS,25.0,1,25.0,Collar,39.4689615,-0.3717552
1045982282943,2023-06-16,4594677132,IMO925A00XXZCODIM,35.0,1,35.0,Collar,39.4689615,-0.3717552
1116425225329,2023-07-29,4594677132,UND925P00XXZCOMUN,25.0,1,25.0,Collar,39.4689615,-0.3717552
1116425225329,2023-07-29,4594677132,OTS925P00XXZTODOT,19.0,1,19.0,Tobillera,39.4689615,-0.3717552
1116425225329,2023-07-29,4594677132,OTS925P00XXZCODOT,19.0,1,19.0,Collar,39.4689615,-0.3717552
968369702079,2023-05-06,4594715980,U30925P00XXYCOSU3,39.0,1,39.0,Collar,37.3846666,-5.9722559
458241082369,2023-03-11,4594752972,UND925P00XXZCOMUN,25.0,1,25.0,Collar,43.3560419,-8.4132179999999988
458241082369,2023-03-11,4594752972,OTS925A00XXZPUDOT,19.0,1,19.0,Pulsera,43.3560419,-8.4132179999999988
458241082369,2023-03-11,4594752972,OTS925A00XXZCODOT,19.0,1,19.0,Collar,43.3560419,-8.4132179999999988
1068874138815,2023-06-30,4594752972,AVE925P00XXZPUWAV,25.0,1,25.0,Pulsera,43.3560419,-8.4132179999999988
1068874138815,2023-06-30,4594752972,AVE925P00XXZCOWAV,25.0,1,25.0,Collar,43.3560419,-8.4132179999999988
1068874138815,2023-06-30,4594752972,SMA925P00XXZPUESM,25.0,1,25.0,Pulsera,43.3560419,-8.4132179999999988
960255886527,2023-05-01,4595780300,AMA925A00XXZPUMAM,29.0,1,29.0,Pulsera,41.3587471,2.1288256
960255886527,2023-05-01,4595780300,ASC925R00XXZPECAS,39.0,1,39.0,Pendientes,41.3587471,2.1288256
1238347613297,2023-09-21,4595780300,TST925P00XXZPESTS,29.95,1,29.95,Pendientes,41.3587471,2.1288256
938186704063,2023-04-23,4595784012,PTR925P00XXZPESPT,25.0,1,25.0,Pendientes,39.5511049,2.6217936
940179915967,2023-04-25,4595784012,RBU925R00XXVPUDRB,29.0,1,29.0,Pulsera,39.5511049,2.6217936
1222815515761,2023-09-15,4595789644,IMO925P00XXZCODIM,39.95,1,39.95,Collar,42.3440725,-3.7213768
1035265508543,2023-06-10,4595839436,ICI925P00XXZPEDIC,25.0,1,25.0,Pendientes,40.4283189,-3.6476612
1040851928255,2023-06-13,4595839436,ECR925P00XXZPELEC,25.0,1,25.0,Pendientes,40.4283189,-3.6476612
944822944959,2023-04-30,4595902284,IMO925P00XXZCODIM,29.0,1,29.0,Collar,39.487555,-0.3289463
1109056029809,2023-07-25,4595902284,OLW925P00XXZPEFOL,18.75,1,18.75,Pendientes,39.487555,-0.3289463
1109056029809,2023-07-25,4595902284,ATR925P00XXZPEEAT,18.75,1,18.75,Pendientes,39.487555,-0.3289463
1109056029809,2023-07-25,4595902284,RCR925P00XXZPEARC,25.0,1,25.0,Pendientes,39.487555,-0.3289463
1009456055487,2023-05-25,4595956812,NGY925P00XXYPUSNG,45.0,1,45.0,Pulsera,40.479707,-3.7072056
1211261977713,2023-09-11,4595976844,CHM925A00XXVPUDCH,39.95,1,39.95,Pulsera,39.4689615,-0.3717552
1239238247537,2023-09-21,4596003724,RCH925P00XXZPEARC,29.95,1,29.95,Pendientes,39.6152816,-0.3042778
1239238247537,2023-09-21,4596003724,REE925P00XXZTOFRE,29.95,1,29.95,Tobillera,39.6152816,-0.3042778
1197612663921,2023-09-06,4596080972,Z0S925P00XXWANCZ0,29.95,1,29.95,Anillo,39.5463344,-0.3452832
1018465879231,2023-05-31,4606589132,OTS925P00XXZTODOT,19.0,1,19.0,Tobillera,39.4614048,-0.4033284
1244440888433,2023-09-23,4606635148,AVE925P00XXZCOWAV,29.95,1,29.95,Collar,42.0762568,-1.798442
1183155094641,2023-08-30,4721117900,HTE925P00XXZPEAHT,18.75,1,18.75,Pendientes,37.3729716,-5.9667441
